tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Candidatus_Sulfotelmatobacter_kueseliae,g__Candidatus_Sulfotelmatobacter,rank_6,s__Candidatus_Sulfotelmatobacter_kueseliae,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Sulfotelmatobacter,s__Candidatus_Sulfotelmatobacter_kueseliae
g__Candidatus_Sulfotelmatomonas,f__Acidobacteriaceae,rank_5,g__Candidatus_Sulfotelmatomonas,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Sulfotelmatomonas,
s__Candidatus_Sulfotelmatomonas_gaucii,g__Candidatus_Sulfotelmatomonas,rank_6,s__Candidatus_Sulfotelmatomonas_gaucii,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Sulfotelmatomonas,s__Candidatus_Sulfotelmatomonas_gaucii
g__Terriglobus,f__Acidobacteriaceae,rank_5,g__Terriglobus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,
s__Terriglobus_roseus,g__Terriglobus,rank_6,s__Terriglobus_roseus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus,s__Terriglobus_roseus
o__Bryobacterales,c__Acidobacteriia,rank_3,o__Bryobacterales,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,,,
f__Bryobacteraceae,o__Bryobacterales,rank_4,f__Bryobacteraceae,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,,
g__Bryobacter,f__Bryobacteraceae,rank_5,g__Bryobacter,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,
s__Bryobacter_aggregatus,g__Bryobacter,rank_6,s__Bryobacter_aggregatus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,s__Bryobacter_aggregatus
f__Solibacteraceae,o__Bryobacterales,rank_4,f__Solibacteraceae,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,,
g__Candidatus_Solibacter,f__Solibacteraceae,rank_5,g__Candidatus_Solibacter,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,g__Candidatus_Solibacter,
s__Candidatus_Solibacter_usitatus,g__Candidatus_Solibacter,rank_6,s__Candidatus_Solibacter_usitatus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Bryobacterales,f__Solibacteraceae,g__Candidatus_Solibacter,s__Candidatus_Solibacter_usitatus
c__Blastocatellia,p__Acidobacteria,rank_2,c__Blastocatellia,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,,,,
o__Blastocatellales,c__Blastocatellia,rank_3,o__Blastocatellales,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Blastocatellales,,,
f__Pyrinomonadaceae,o__Blastocatellales,rank_4,f__Pyrinomonadaceae,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Blastocatellales,f__Pyrinomonadaceae,,
g__Pyrinomonas,f__Pyrinomonadaceae,rank_5,g__Pyrinomonas,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Blastocatellales,f__Pyrinomonadaceae,g__Pyrinomonas,
s__Pyrinomonas_methylaliphatogenes,g__Pyrinomonas,rank_6,s__Pyrinomonas_methylaliphatogenes,Root,d__Bacteria,p__Acidobacteria,c__Blastocatellia,o__Blastocatellales,f__Pyrinomonadaceae,g__Pyrinomonas,s__Pyrinomonas_methylaliphatogenes
c__Holophagae,p__Acidobacteria,rank_2,c__Holophagae,Root,d__Bacteria,p__Acidobacteria,c__Holophagae,,,,
o__Holophagales,c__Holophagae,rank_3,o__Holophagales,Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,,,
f__Holophagaceae,o__Holophagales,rank_4,f__Holophagaceae,Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,,
g__Holophaga,f__Holophagaceae,rank_5,g__Holophaga,Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,
s__Holophaga_foetida,g__Holophaga,rank_6,s__Holophaga_foetida,Root,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__Holophaga_foetida
p__Actinobacteria,d__Bacteria,rank_1,p__Actinobacteria,Root,d__Bacteria,p__Actinobacteria,,,,,
c__Acidimicrobiia,p__Actinobacteria,rank_2,c__Acidimicrobiia,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,,,,
o__Acidimicrobiales,c__Acidimicrobiia,rank_3,o__Acidimicrobiales,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,
f__Acidimicrobiaceae,o__Acidimicrobiales,rank_4,f__Acidimicrobiaceae,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,,
g__Acidimicrobium,f__Acidimicrobiaceae,rank_5,g__Acidimicrobium,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidimicrobium,
s__Acidimicrobium_sp.,g__Acidimicrobium,rank_6,s__Acidimicrobium_sp.,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidimicrobium,s__Acidimicrobium_sp.
s__Acidimicrobium_sp._BACL19_MAG-120924-bin39,g__Acidimicrobium,rank_6,s__Acidimicrobium_sp._BACL19_MAG-120924-bin39,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidimicrobium,s__Acidimicrobium_sp._BACL19_MAG-120924-bin39
g__Acidithrix,f__Acidimicrobiaceae,rank_5,g__Acidithrix,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidithrix,
s__Acidithrix_ferrooxidans,g__Acidithrix,rank_6,s__Acidithrix_ferrooxidans,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidithrix,s__Acidithrix_ferrooxidans
g__Ferrithrix,f__Acidimicrobiaceae,rank_5,g__Ferrithrix,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrithrix,
s__Ferrithrix_thermotolerans,g__Ferrithrix,rank_6,s__Ferrithrix_thermotolerans,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrithrix,s__Ferrithrix_thermotolerans
f__Ilumatobacteraceae,o__Acidimicrobiales,rank_4,f__Ilumatobacteraceae,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,,
g__Ilumatobacter,f__Ilumatobacteraceae,rank_5,g__Ilumatobacter,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Ilumatobacter,
s__Ilumatobacter_nonamiensis,g__Ilumatobacter,rank_6,s__Ilumatobacter_nonamiensis,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__Ilumatobacter,s__Ilumatobacter_nonamiensis
f__Microthrixaceae,o__Acidimicrobiales,rank_4,f__Microthrixaceae,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,,
g__Candidatus_Microthrix,f__Microthrixaceae,rank_5,g__Candidatus_Microthrix,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,g__Candidatus_Microthrix,
s__Candidatus_Microthrix_parvicella,g__Candidatus_Microthrix,rank_6,s__Candidatus_Microthrix_parvicella,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Microthrixaceae,g__Candidatus_Microthrix,s__Candidatus_Microthrix_parvicella
c__Actinobacteria,p__Actinobacteria,rank_2,c__Actinobacteria,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,,,,
o__Acidothermales,c__Actinobacteria,rank_3,o__Acidothermales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidothermales,,,
f__Acidothermaceae,o__Acidothermales,rank_4,f__Acidothermaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidothermales,f__Acidothermaceae,,
g__Acidothermus,f__Acidothermaceae,rank_5,g__Acidothermus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidothermales,f__Acidothermaceae,g__Acidothermus,
s__Acidothermus_cellulolyticus,g__Acidothermus,rank_6,s__Acidothermus_cellulolyticus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Acidothermales,f__Acidothermaceae,g__Acidothermus,s__Acidothermus_cellulolyticus
o__Actinomycetales,c__Actinobacteria,rank_3,o__Actinomycetales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,
f__Actinomycetaceae,o__Actinomycetales,rank_4,f__Actinomycetaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,,
g__Actinomyces,f__Actinomycetaceae,rank_5,g__Actinomyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,
s__Actinomyces_provencensis,g__Actinomyces,rank_6,s__Actinomyces_provencensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_provencensis
s__Actinomyces_sp._oral_taxon_414,g__Actinomyces,rank_6,s__Actinomyces_sp._oral_taxon_414,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_sp._oral_taxon_414
g__Mobiluncus,f__Actinomycetaceae,rank_5,g__Mobiluncus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,
s__Mobiluncus_curtisii,g__Mobiluncus,rank_6,s__Mobiluncus_curtisii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Mobiluncus,s__Mobiluncus_curtisii
o__Actinopolysporales,c__Actinobacteria,rank_3,o__Actinopolysporales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,,,
f__Actinopolysporaceae,o__Actinopolysporales,rank_4,f__Actinopolysporaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,f__Actinopolysporaceae,,
g__Actinopolyspora,f__Actinopolysporaceae,rank_5,g__Actinopolyspora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,
o__Bifidobacteriales,c__Actinobacteria,rank_3,o__Bifidobacteriales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,rank_4,f__Bifidobacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Aeriscardovia,f__Bifidobacteriaceae,rank_5,g__Aeriscardovia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Aeriscardovia,
s__Aeriscardovia_aeriphila,g__Aeriscardovia,rank_6,s__Aeriscardovia_aeriphila,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Aeriscardovia,s__Aeriscardovia_aeriphila
g__Bifidobacterium,f__Bifidobacteriaceae,rank_5,g__Bifidobacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,
s__Bifidobacterium_lemurum,g__Bifidobacterium,rank_6,s__Bifidobacterium_lemurum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_lemurum
o__Candidatus_Nanopelagicales,c__Actinobacteria,rank_3,o__Candidatus_Nanopelagicales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Candidatus_Nanopelagicales,,,
f__Candidatus_Nanopelagicaceae,o__Candidatus_Nanopelagicales,rank_4,f__Candidatus_Nanopelagicaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Candidatus_Nanopelagicales,f__Candidatus_Nanopelagicaceae,,
g__Candidatus_Planktophila,f__Candidatus_Nanopelagicaceae,rank_5,g__Candidatus_Planktophila,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Candidatus_Nanopelagicales,f__Candidatus_Nanopelagicaceae,g__Candidatus_Planktophila,
s__Candidatus_Planktophila_sulfonica,g__Candidatus_Planktophila,rank_6,s__Candidatus_Planktophila_sulfonica,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Candidatus_Nanopelagicales,f__Candidatus_Nanopelagicaceae,g__Candidatus_Planktophila,s__Candidatus_Planktophila_sulfonica
o__Corynebacteriales,c__Actinobacteria,rank_3,o__Corynebacteriales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,,,
f__Corynebacteriaceae,o__Corynebacteriales,rank_4,f__Corynebacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,,
g__Corynebacterium,f__Corynebacteriaceae,rank_5,g__Corynebacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
s__Corynebacterium_caspium,g__Corynebacterium,rank_6,s__Corynebacterium_caspium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_caspium
s__Corynebacterium_durum,g__Corynebacterium,rank_6,s__Corynebacterium_durum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_durum
s__Corynebacterium_kroppenstedtii,g__Corynebacterium,rank_6,s__Corynebacterium_kroppenstedtii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_kroppenstedtii
s__Corynebacterium_mustelae,g__Corynebacterium,rank_6,s__Corynebacterium_mustelae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_mustelae
s__Corynebacterium_phocae,g__Corynebacterium,rank_6,s__Corynebacterium_phocae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_phocae
s__Corynebacterium_urinapleomorphum,g__Corynebacterium,rank_6,s__Corynebacterium_urinapleomorphum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_urinapleomorphum
f__Dietziaceae,o__Corynebacteriales,rank_4,f__Dietziaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,,
g__Dietzia,f__Dietziaceae,rank_5,g__Dietzia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,
s__Dietzia_sp._WMMA184,g__Dietzia,rank_6,s__Dietzia_sp._WMMA184,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Dietziaceae,g__Dietzia,s__Dietzia_sp._WMMA184
o__Frankiales,c__Actinobacteria,rank_3,o__Frankiales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,,,
f__Frankiaceae,o__Frankiales,rank_4,f__Frankiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,,
g__Frankia,f__Frankiaceae,rank_5,g__Frankia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,
s__Candidatus_Frankia_californiensis,g__Frankia,rank_6,s__Candidatus_Frankia_californiensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,s__Candidatus_Frankia_californiensis
o__Geodermatophilales,c__Actinobacteria,rank_3,o__Geodermatophilales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,,,
f__Geodermatophilaceae,o__Geodermatophilales,rank_4,f__Geodermatophilaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,,
g__Geodermatophilus,f__Geodermatophilaceae,rank_5,g__Geodermatophilus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Geodermatophilus,
s__Geodermatophilus_sabuli,g__Geodermatophilus,rank_6,s__Geodermatophilus_sabuli,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Geodermatophilales,f__Geodermatophilaceae,g__Geodermatophilus,s__Geodermatophilus_sabuli
o__Glycomycetales,c__Actinobacteria,rank_3,o__Glycomycetales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,,,
f__Glycomycetaceae,o__Glycomycetales,rank_4,f__Glycomycetaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,,
g__Haloglycomyces,f__Glycomycetaceae,rank_5,g__Haloglycomyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,g__Haloglycomyces,
s__Haloglycomyces_albus,g__Haloglycomyces,rank_6,s__Haloglycomyces_albus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,g__Haloglycomyces,s__Haloglycomyces_albus
g__Stackebrandtia,f__Glycomycetaceae,rank_5,g__Stackebrandtia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,g__Stackebrandtia,
s__Stackebrandtia_nassauensis,g__Stackebrandtia,rank_6,s__Stackebrandtia_nassauensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae,g__Stackebrandtia,s__Stackebrandtia_nassauensis
o__Jiangellales,c__Actinobacteria,rank_3,o__Jiangellales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Jiangellales,,,
f__Jiangellaceae,o__Jiangellales,rank_4,f__Jiangellaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Jiangellales,f__Jiangellaceae,,
g__Haloactinopolyspora,f__Jiangellaceae,rank_5,g__Haloactinopolyspora,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Jiangellales,f__Jiangellaceae,g__Haloactinopolyspora,
s__Haloactinopolyspora_alba,g__Haloactinopolyspora,rank_6,s__Haloactinopolyspora_alba,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Jiangellales,f__Jiangellaceae,g__Haloactinopolyspora,s__Haloactinopolyspora_alba
o__Micrococcales,c__Actinobacteria,rank_3,o__Micrococcales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,,,
f__Brevibacteriaceae,o__Micrococcales,rank_4,f__Brevibacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,,
g__Brevibacterium,f__Brevibacteriaceae,rank_5,g__Brevibacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,
s__Brevibacterium_aurantiacum,g__Brevibacterium,rank_6,s__Brevibacterium_aurantiacum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_aurantiacum
f__Cellulomonadaceae,o__Micrococcales,rank_4,f__Cellulomonadaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,,
g__Cellulomonas,f__Cellulomonadaceae,rank_5,g__Cellulomonas,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,
s__Cellulomonas_sp._73-145,g__Cellulomonas,rank_6,s__Cellulomonas_sp._73-145,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas_sp._73-145
f__Demequinaceae,o__Micrococcales,rank_4,f__Demequinaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Demequinaceae,,
g__Demequina,f__Demequinaceae,rank_5,g__Demequina,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Demequinaceae,g__Demequina,
s__Demequina_sp._NBRC_110054,g__Demequina,rank_6,s__Demequina_sp._NBRC_110054,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Demequinaceae,g__Demequina,s__Demequina_sp._NBRC_110054
f__Dermabacteraceae,o__Micrococcales,rank_4,f__Dermabacteraceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,,
g__Brachybacterium,f__Dermabacteraceae,rank_5,g__Brachybacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,
s__Brachybacterium_faecium,g__Brachybacterium,rank_6,s__Brachybacterium_faecium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermabacteraceae,g__Brachybacterium,s__Brachybacterium_faecium
f__Dermacoccaceae,o__Micrococcales,rank_4,f__Dermacoccaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermacoccaceae,,
g__Kytococcus,f__Dermacoccaceae,rank_5,g__Kytococcus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermacoccaceae,g__Kytococcus,
s__Kytococcus_sedentarius,g__Kytococcus,rank_6,s__Kytococcus_sedentarius,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermacoccaceae,g__Kytococcus,s__Kytococcus_sedentarius
f__Intrasporangiaceae,o__Micrococcales,rank_4,f__Intrasporangiaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,,
g__Janibacter,f__Intrasporangiaceae,rank_5,g__Janibacter,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Janibacter,
s__Janibacter_corallicola,g__Janibacter,rank_6,s__Janibacter_corallicola,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Janibacter,s__Janibacter_corallicola
g__Serinicoccus,f__Intrasporangiaceae,rank_5,g__Serinicoccus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Serinicoccus,
f__Microbacteriaceae,o__Micrococcales,rank_4,f__Microbacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,
