tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Ignisphaera_aggregans,g__Ignisphaera,rank_6,s__Ignisphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,s__Ignisphaera_aggregans
g__Staphylothermus,f__Desulfurococcaceae,rank_5,g__Staphylothermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,
s__Staphylothermus_hellenicus,g__Staphylothermus,rank_6,s__Staphylothermus_hellenicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Staphylothermus,s__Staphylothermus_hellenicus
g__Thermogladius,f__Desulfurococcaceae,rank_5,g__Thermogladius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermogladius,
s__Thermogladius_calderae,g__Thermogladius,rank_6,s__Thermogladius_calderae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermogladius,s__Thermogladius_calderae
g__Thermosphaera,f__Desulfurococcaceae,rank_5,g__Thermosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,
s__Thermosphaera_aggregans,g__Thermosphaera,rank_6,s__Thermosphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,s__Thermosphaera_aggregans
g__Zestosphaera,f__Desulfurococcaceae,rank_5,g__Zestosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Zestosphaera,
s__Zestosphaera_tikiterensis,g__Zestosphaera,rank_6,s__Zestosphaera_tikiterensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Zestosphaera,s__Zestosphaera_tikiterensis
f__Pyrodictiaceae,o__Desulfurococcales,rank_4,f__Pyrodictiaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,,
g__Hyperthermus,f__Pyrodictiaceae,rank_5,g__Hyperthermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,
s__Hyperthermus_butylicus,g__Hyperthermus,rank_6,s__Hyperthermus_butylicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus_butylicus
g__Pyrolobus,f__Pyrodictiaceae,rank_5,g__Pyrolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,
s__Pyrolobus_fumarii,g__Pyrolobus,rank_6,s__Pyrolobus_fumarii,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,s__Pyrolobus_fumarii
o__Fervidicoccales,c__Thermoprotei,rank_3,o__Fervidicoccales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,,,
f__Fervidicoccaceae,o__Fervidicoccales,rank_4,f__Fervidicoccaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,,
g__Fervidicoccus,f__Fervidicoccaceae,rank_5,g__Fervidicoccus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,
s__Fervidicoccus_sp.,g__Fervidicoccus,rank_6,s__Fervidicoccus_sp.,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,s__Fervidicoccus_sp.
o__Sulfolobales,c__Thermoprotei,rank_3,o__Sulfolobales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,,,
f__Sulfolobaceae,o__Sulfolobales,rank_4,f__Sulfolobaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,,
g__Acidianus,f__Sulfolobaceae,rank_5,g__Acidianus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Acidianus,
g__Sulfolobus,f__Sulfolobaceae,rank_5,g__Sulfolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,
s__Sulfolobus_sp._A20,g__Sulfolobus,rank_6,s__Sulfolobus_sp._A20,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_sp._A20
g__Sulfuracidifex,f__Sulfolobaceae,rank_5,g__Sulfuracidifex,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,
s__Sulfuracidifex_metallicus,g__Sulfuracidifex,rank_6,s__Sulfuracidifex_metallicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,s__Sulfuracidifex_metallicus
o__Thermoproteales,c__Thermoprotei,rank_3,o__Thermoproteales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,,,
f__Thermofilaceae,o__Thermoproteales,rank_4,f__Thermofilaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,,
g__Thermofilum,f__Thermofilaceae,rank_5,g__Thermofilum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,
s__Thermofilum_adornatum,g__Thermofilum,rank_6,s__Thermofilum_adornatum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_adornatum
s__Thermofilum_sp._ex4484_15,g__Thermofilum,rank_6,s__Thermofilum_sp._ex4484_15,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._ex4484_15
s__Thermofilum_sp._ex4484_79,g__Thermofilum,rank_6,s__Thermofilum_sp._ex4484_79,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._ex4484_79
s__Thermofilum_uzonense,g__Thermofilum,rank_6,s__Thermofilum_uzonense,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_uzonense
f__Thermoproteaceae,o__Thermoproteales,rank_4,f__Thermoproteaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,,
g__Caldivirga,f__Thermoproteaceae,rank_5,g__Caldivirga,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,
s__Caldivirga_sp._MU80,g__Caldivirga,rank_6,s__Caldivirga_sp._MU80,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,s__Caldivirga_sp._MU80
g__Pyrobaculum,f__Thermoproteaceae,rank_5,g__Pyrobaculum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,
s__Pyrobaculum_arsenaticum,g__Pyrobaculum,rank_6,s__Pyrobaculum_arsenaticum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_arsenaticum
s__Pyrobaculum_islandicum,g__Pyrobaculum,rank_6,s__Pyrobaculum_islandicum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_islandicum
s__Pyrobaculum_sp._WP30,g__Pyrobaculum,rank_6,s__Pyrobaculum_sp._WP30,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_sp._WP30
g__Thermocladium,f__Thermoproteaceae,rank_5,g__Thermocladium,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,
s__Thermocladium_sp._ECH_B,g__Thermocladium,rank_6,s__Thermocladium_sp._ECH_B,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,s__Thermocladium_sp._ECH_B
g__Thermoproteus,f__Thermoproteaceae,rank_5,g__Thermoproteus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,
s__Thermoproteus_sp._JCHS_4,g__Thermoproteus,rank_6,s__Thermoproteus_sp._JCHS_4,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,s__Thermoproteus_sp._JCHS_4
g__Vulcanisaeta,f__Thermoproteaceae,rank_5,g__Vulcanisaeta,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
s__Vulcanisaeta_moutnovskia,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_moutnovskia,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_moutnovskia
s__Vulcanisaeta_sp._AZ3,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._AZ3,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._AZ3
s__Vulcanisaeta_sp._EB80,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._EB80,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._EB80
p__Euryarchaeota,d__Archaea,rank_1,p__Euryarchaeota,Root,d__Archaea,p__Euryarchaeota,,,,,
c__Archaeoglobi,p__Euryarchaeota,rank_2,c__Archaeoglobi,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,,,,
o__Archaeoglobales,c__Archaeoglobi,rank_3,o__Archaeoglobales,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,,,
f__Archaeoglobaceae,o__Archaeoglobales,rank_4,f__Archaeoglobaceae,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,,
g__Archaeoglobus,f__Archaeoglobaceae,rank_5,g__Archaeoglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,
s__Archaeoglobus_fulgidus,g__Archaeoglobus,rank_6,s__Archaeoglobus_fulgidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_fulgidus
s__Archaeoglobus_profundus,g__Archaeoglobus,rank_6,s__Archaeoglobus_profundus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_profundus
s__Archaeoglobus_sulfaticallidus,g__Archaeoglobus,rank_6,s__Archaeoglobus_sulfaticallidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Archaeoglobus,s__Archaeoglobus_sulfaticallidus
g__Ferroglobus,f__Archaeoglobaceae,rank_5,g__Ferroglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,
s__Ferroglobus_placidus,g__Ferroglobus,rank_6,s__Ferroglobus_placidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,s__Ferroglobus_placidus
g__Geoglobus,f__Archaeoglobaceae,rank_5,g__Geoglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,
s__Geoglobus_acetivorans,g__Geoglobus,rank_6,s__Geoglobus_acetivorans,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus_acetivorans
c__Candidatus_Poseidoniia,p__Euryarchaeota,rank_2,c__Candidatus_Poseidoniia,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,,,,
o__Candidatus_Poseidoniales,c__Candidatus_Poseidoniia,rank_3,o__Candidatus_Poseidoniales,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,,,
f__Candidatus_Thalassarchaeaceae,o__Candidatus_Poseidoniales,rank_4,f__Candidatus_Thalassarchaeaceae,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,,
g__Candidatus_Thalassarchaeum,f__Candidatus_Thalassarchaeaceae,rank_5,g__Candidatus_Thalassarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,g__Candidatus_Thalassarchaeum,
s__uncultured_Candidatus_Thalassoarchaea_euryarchaeote,g__Candidatus_Thalassarchaeum,rank_6,s__uncultured_Candidatus_Thalassoarchaea_euryarchaeote,Root,d__Archaea,p__Euryarchaeota,c__Candidatus_Poseidoniia,o__Candidatus_Poseidoniales,f__Candidatus_Thalassarchaeaceae,g__Candidatus_Thalassarchaeum,s__uncultured_Candidatus_Thalassoarchaea_euryarchaeote
c__Halobacteria,p__Euryarchaeota,rank_2,c__Halobacteria,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,,,,
o__Halobacteriales,c__Halobacteria,rank_3,o__Halobacteriales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,,,
f__Haloarculaceae,o__Halobacteriales,rank_4,f__Haloarculaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,,
g__Halomicrobium,f__Haloarculaceae,rank_5,g__Halomicrobium,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,
g__Halorhabdus,f__Haloarculaceae,rank_5,g__Halorhabdus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorhabdus,
s__Halorhabdus_tiamatea,g__Halorhabdus,rank_6,s__Halorhabdus_tiamatea,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halorhabdus,s__Halorhabdus_tiamatea
g__Natronomonas,f__Haloarculaceae,rank_5,g__Natronomonas,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,
s__Natronomonas_pharaonis,g__Natronomonas,rank_6,s__Natronomonas_pharaonis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas_pharaonis
f__Halobacteriaceae,o__Halobacteriales,rank_4,f__Halobacteriaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,,
g__Haladaptatus,f__Halobacteriaceae,rank_5,g__Haladaptatus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Haladaptatus,
s__Haladaptatus_paucihalophilus,g__Haladaptatus,rank_6,s__Haladaptatus_paucihalophilus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Haladaptatus,s__Haladaptatus_paucihalophilus
g__Halalkalicoccus,f__Halobacteriaceae,rank_5,g__Halalkalicoccus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halalkalicoccus,
s__Halalkalicoccus_jeotgali,g__Halalkalicoccus,rank_6,s__Halalkalicoccus_jeotgali,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halalkalicoccus,s__Halalkalicoccus_jeotgali
g__Halanaeroarchaeum,f__Halobacteriaceae,rank_5,g__Halanaeroarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halanaeroarchaeum,
s__Halanaeroarchaeum_sulfurireducens,g__Halanaeroarchaeum,rank_6,s__Halanaeroarchaeum_sulfurireducens,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halanaeroarchaeum,s__Halanaeroarchaeum_sulfurireducens
g__Halarchaeum,f__Halobacteriaceae,rank_5,g__Halarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,
s__Halarchaeum_acidiphilum,g__Halarchaeum,rank_6,s__Halarchaeum_acidiphilum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum_acidiphilum
g__Halobacterium,f__Halobacteriaceae,rank_5,g__Halobacterium,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,
g__Halodesulfurarchaeum,f__Halobacteriaceae,rank_5,g__Halodesulfurarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halodesulfurarchaeum,
s__Halodesulfurarchaeum_formicicum,g__Halodesulfurarchaeum,rank_6,s__Halodesulfurarchaeum_formicicum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halodesulfurarchaeum,s__Halodesulfurarchaeum_formicicum
g__Halovenus,f__Halobacteriaceae,rank_5,g__Halovenus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halovenus,
s__Halovenus_aranensis,g__Halovenus,rank_6,s__Halovenus_aranensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halovenus,s__Halovenus_aranensis
f__Halococcaceae,o__Halobacteriales,rank_4,f__Halococcaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,,
g__Halococcus,f__Halococcaceae,rank_5,g__Halococcus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,
s__Halococcus_agarilyticus,g__Halococcus,rank_6,s__Halococcus_agarilyticus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus_agarilyticus
o__Haloferacales,c__Halobacteria,rank_3,o__Haloferacales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,,,
f__Haloferacaceae,o__Haloferacales,rank_4,f__Haloferacaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,,
g__Haloferax,f__Haloferacaceae,rank_5,g__Haloferax,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,
s__Haloferax_mucosum,g__Haloferax,rank_6,s__Haloferax_mucosum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__Haloferax_mucosum
g__Haloplanus,f__Haloferacaceae,rank_5,g__Haloplanus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloplanus,
g__Haloprofundus,f__Haloferacaceae,rank_5,g__Haloprofundus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloprofundus,
f__Halorubraceae,o__Haloferacales,rank_4,f__Halorubraceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,,
g__Candidatus_Halobonum,f__Halorubraceae,rank_5,g__Candidatus_Halobonum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus_Halobonum,
s__Candidatus_Halobonum_tyrrellensis,g__Candidatus_Halobonum,rank_6,s__Candidatus_Halobonum_tyrrellensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus_Halobonum,s__Candidatus_Halobonum_tyrrellensis
g__Halobaculum,f__Halorubraceae,rank_5,g__Halobaculum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halobaculum,
s__Halobaculum_gomorrense,g__Halobaculum,rank_6,s__Halobaculum_gomorrense,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halobaculum,s__Halobaculum_gomorrense
g__Halohasta,f__Halorubraceae,rank_5,g__Halohasta,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halohasta,
s__Halohasta_litchfieldiae,g__Halohasta,rank_6,s__Halohasta_litchfieldiae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halohasta,s__Halohasta_litchfieldiae
g__Halolamina,f__Halorubraceae,rank_5,g__Halolamina,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halolamina,
g__Halopenitus,f__Halorubraceae,rank_5,g__Halopenitus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halopenitus,
s__Halopenitus_malekzadehii,g__Halopenitus,rank_6,s__Halopenitus_malekzadehii,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halopenitus,s__Halopenitus_malekzadehii
g__Halorubrum,f__Halorubraceae,rank_5,g__Halorubrum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,
s__Halorubrum_sp._J07HR59,g__Halorubrum,rank_6,s__Halorubrum_sp._J07HR59,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_sp._J07HR59
