tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Ignicoccus_islandicus,g__Ignicoccus,rank_6,s__Ignicoccus_islandicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignicoccus,s__Ignicoccus_islandicus
g__Ignisphaera,f__Desulfurococcaceae,rank_5,g__Ignisphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,
s__Ignisphaera_aggregans,g__Ignisphaera,rank_6,s__Ignisphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Ignisphaera,s__Ignisphaera_aggregans
g__Thermosphaera,f__Desulfurococcaceae,rank_5,g__Thermosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,
s__Thermosphaera_aggregans,g__Thermosphaera,rank_6,s__Thermosphaera_aggregans,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Desulfurococcaceae,g__Thermosphaera,s__Thermosphaera_aggregans
f__Pyrodictiaceae,o__Desulfurococcales,rank_4,f__Pyrodictiaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,,
g__Hyperthermus,f__Pyrodictiaceae,rank_5,g__Hyperthermus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,
s__Hyperthermus_butylicus,g__Hyperthermus,rank_6,s__Hyperthermus_butylicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus_butylicus
g__Pyrodictium,f__Pyrodictiaceae,rank_5,g__Pyrodictium,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,
s__Pyrodictium_delaneyi,g__Pyrodictium,rank_6,s__Pyrodictium_delaneyi,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,s__Pyrodictium_delaneyi
s__Pyrodictium_occultum,g__Pyrodictium,rank_6,s__Pyrodictium_occultum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrodictium,s__Pyrodictium_occultum
g__Pyrolobus,f__Pyrodictiaceae,rank_5,g__Pyrolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,
s__Pyrolobus_fumarii,g__Pyrolobus,rank_6,s__Pyrolobus_fumarii,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,f__Pyrodictiaceae,g__Pyrolobus,s__Pyrolobus_fumarii
o__Fervidicoccales,c__Thermoprotei,rank_3,o__Fervidicoccales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,,,
f__Fervidicoccaceae,o__Fervidicoccales,rank_4,f__Fervidicoccaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,,
g__Fervidicoccus,f__Fervidicoccaceae,rank_5,g__Fervidicoccus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,
s__Fervidicoccus_fontis,g__Fervidicoccus,rank_6,s__Fervidicoccus_fontis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,s__Fervidicoccus_fontis
s__Fervidicoccus_sp.,g__Fervidicoccus,rank_6,s__Fervidicoccus_sp.,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Fervidicoccales,f__Fervidicoccaceae,g__Fervidicoccus,s__Fervidicoccus_sp.
o__Sulfolobales,c__Thermoprotei,rank_3,o__Sulfolobales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,,,
f__Sulfolobaceae,o__Sulfolobales,rank_4,f__Sulfolobaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,,
g__Saccharolobus,f__Sulfolobaceae,rank_5,g__Saccharolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,
s__Saccharolobus_solfataricus,g__Saccharolobus,rank_6,s__Saccharolobus_solfataricus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Saccharolobus,s__Saccharolobus_solfataricus
g__Sulfolobus,f__Sulfolobaceae,rank_5,g__Sulfolobus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,
s__Sulfolobus_acidocaldarius,g__Sulfolobus,rank_6,s__Sulfolobus_acidocaldarius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_acidocaldarius
s__Sulfolobus_islandicus,g__Sulfolobus,rank_6,s__Sulfolobus_islandicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus_islandicus
g__Sulfuracidifex,f__Sulfolobaceae,rank_5,g__Sulfuracidifex,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,
s__Sulfuracidifex_metallicus,g__Sulfuracidifex,rank_6,s__Sulfuracidifex_metallicus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,s__Sulfuracidifex_metallicus
s__Sulfuracidifex_tepidarius,g__Sulfuracidifex,rank_6,s__Sulfuracidifex_tepidarius,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfuracidifex,s__Sulfuracidifex_tepidarius
g__Sulfurisphaera,f__Sulfolobaceae,rank_5,g__Sulfurisphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,
s__Sulfurisphaera_tokodaii,g__Sulfurisphaera,rank_6,s__Sulfurisphaera_tokodaii,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,s__Sulfurisphaera_tokodaii
o__Thermoproteales,c__Thermoprotei,rank_3,o__Thermoproteales,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,,,
f__Thermofilaceae,o__Thermoproteales,rank_4,f__Thermofilaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,,
g__Thermofilum,f__Thermofilaceae,rank_5,g__Thermofilum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,
s__Thermofilum_adornatum,g__Thermofilum,rank_6,s__Thermofilum_adornatum,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_adornatum
s__Thermofilum_pendens,g__Thermofilum,rank_6,s__Thermofilum_pendens,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_pendens
s__Thermofilum_sp._NZ13,g__Thermofilum,rank_6,s__Thermofilum_sp._NZ13,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._NZ13
s__Thermofilum_sp._ex4484_79,g__Thermofilum,rank_6,s__Thermofilum_sp._ex4484_79,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,g__Thermofilum,s__Thermofilum_sp._ex4484_79
f__Thermoproteaceae,o__Thermoproteales,rank_4,f__Thermoproteaceae,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,,
g__Caldivirga,f__Thermoproteaceae,rank_5,g__Caldivirga,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,
s__Caldivirga_maquilingensis,g__Caldivirga,rank_6,s__Caldivirga_maquilingensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,s__Caldivirga_maquilingensis
s__Caldivirga_sp._MU80,g__Caldivirga,rank_6,s__Caldivirga_sp._MU80,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Caldivirga,s__Caldivirga_sp._MU80
g__Thermocladium,f__Thermoproteaceae,rank_5,g__Thermocladium,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,
s__Thermocladium_sp._ECH_B,g__Thermocladium,rank_6,s__Thermocladium_sp._ECH_B,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,s__Thermocladium_sp._ECH_B
g__Thermoproteus,f__Thermoproteaceae,rank_5,g__Thermoproteus,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,
s__Thermoproteus_sp._AZ2,g__Thermoproteus,rank_6,s__Thermoproteus_sp._AZ2,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermoproteus,s__Thermoproteus_sp._AZ2
g__Vulcanisaeta,f__Thermoproteaceae,rank_5,g__Vulcanisaeta,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
s__Vulcanisaeta_distributa,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_distributa,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_distributa
s__Vulcanisaeta_moutnovskia,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_moutnovskia,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_moutnovskia
s__Vulcanisaeta_sp._AZ3,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._AZ3,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._AZ3
s__Vulcanisaeta_sp._CIS_19,g__Vulcanisaeta,rank_6,s__Vulcanisaeta_sp._CIS_19,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__Vulcanisaeta_sp._CIS_19
p__Euryarchaeota,d__Archaea,rank_1,p__Euryarchaeota,Root,d__Archaea,p__Euryarchaeota,,,,,
c__Archaeoglobi,p__Euryarchaeota,rank_2,c__Archaeoglobi,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,,,,
o__Archaeoglobales,c__Archaeoglobi,rank_3,o__Archaeoglobales,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,,,
f__Archaeoglobaceae,o__Archaeoglobales,rank_4,f__Archaeoglobaceae,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,,
g__Ferroglobus,f__Archaeoglobaceae,rank_5,g__Ferroglobus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,
s__Ferroglobus_placidus,g__Ferroglobus,rank_6,s__Ferroglobus_placidus,Root,d__Archaea,p__Euryarchaeota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Ferroglobus,s__Ferroglobus_placidus
c__Halobacteria,p__Euryarchaeota,rank_2,c__Halobacteria,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,,,,
o__Halobacteriales,c__Halobacteria,rank_3,o__Halobacteriales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,,,
f__Halobacteriaceae,o__Halobacteriales,rank_4,f__Halobacteriaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,,
g__Halarchaeum,f__Halobacteriaceae,rank_5,g__Halarchaeum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,
s__Halarchaeum_acidiphilum,g__Halarchaeum,rank_6,s__Halarchaeum_acidiphilum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halarchaeum,s__Halarchaeum_acidiphilum
o__Haloferacales,c__Halobacteria,rank_3,o__Haloferacales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,,,
f__Haloferacaceae,o__Haloferacales,rank_4,f__Haloferacaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,,
g__Haloquadratum,f__Haloferacaceae,rank_5,g__Haloquadratum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloquadratum,
s__Haloquadratum_sp._J07HQX50,g__Haloquadratum,rank_6,s__Haloquadratum_sp._J07HQX50,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloquadratum,s__Haloquadratum_sp._J07HQX50
f__Halorubraceae,o__Haloferacales,rank_4,f__Halorubraceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,,
g__Candidatus_Halobonum,f__Halorubraceae,rank_5,g__Candidatus_Halobonum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus_Halobonum,
s__Candidatus_Halobonum_tyrrellensis,g__Candidatus_Halobonum,rank_6,s__Candidatus_Halobonum_tyrrellensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Candidatus_Halobonum,s__Candidatus_Halobonum_tyrrellensis
g__Halorubrum,f__Halorubraceae,rank_5,g__Halorubrum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,
s__Halorubrum_lacusprofundi,g__Halorubrum,rank_6,s__Halorubrum_lacusprofundi,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Halorubraceae,g__Halorubrum,s__Halorubrum_lacusprofundi
o__Natrialbales,c__Halobacteria,rank_3,o__Natrialbales,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,,,
f__Natrialbaceae,o__Natrialbales,rank_4,f__Natrialbaceae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,,
g__Halobiforma,f__Natrialbaceae,rank_5,g__Halobiforma,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halobiforma,
s__Halobiforma_nitratireducens,g__Halobiforma,rank_6,s__Halobiforma_nitratireducens,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halobiforma,s__Halobiforma_nitratireducens
g__Halopiger,f__Natrialbaceae,rank_5,g__Halopiger,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,
s__Halopiger_djelfimassiliensis,g__Halopiger,rank_6,s__Halopiger_djelfimassiliensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,s__Halopiger_djelfimassiliensis
s__Halopiger_goleimassiliensis,g__Halopiger,rank_6,s__Halopiger_goleimassiliensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,s__Halopiger_goleimassiliensis
s__Halopiger_salifodinae,g__Halopiger,rank_6,s__Halopiger_salifodinae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,s__Halopiger_salifodinae
s__Halopiger_xanaduensis,g__Halopiger,rank_6,s__Halopiger_xanaduensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halopiger,s__Halopiger_xanaduensis
g__Haloterrigena,f__Natrialbaceae,rank_5,g__Haloterrigena,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Haloterrigena,
s__Haloterrigena_saccharevitans,g__Haloterrigena,rank_6,s__Haloterrigena_saccharevitans,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Haloterrigena,s__Haloterrigena_saccharevitans
g__Natrarchaeobaculum,f__Natrialbaceae,rank_5,g__Natrarchaeobaculum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrarchaeobaculum,
s__Natrarchaeobaculum_aegyptiacum,g__Natrarchaeobaculum,rank_6,s__Natrarchaeobaculum_aegyptiacum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrarchaeobaculum,s__Natrarchaeobaculum_aegyptiacum
g__Natrialba,f__Natrialbaceae,rank_5,g__Natrialba,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrialba,
s__Natrialba_hulunbeirensis,g__Natrialba,rank_6,s__Natrialba_hulunbeirensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrialba,s__Natrialba_hulunbeirensis
g__Natrinema,f__Natrialbaceae,rank_5,g__Natrinema,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,
s__Natrinema_pallidum,g__Natrinema,rank_6,s__Natrinema_pallidum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,s__Natrinema_pallidum
s__Natrinema_salaciae,g__Natrinema,rank_6,s__Natrinema_salaciae,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,s__Natrinema_salaciae
s__Natrinema_sp._CBA1119,g__Natrinema,rank_6,s__Natrinema_sp._CBA1119,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,s__Natrinema_sp._CBA1119
s__Natrinema_versiforme,g__Natrinema,rank_6,s__Natrinema_versiforme,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,s__Natrinema_versiforme
g__Natronobacterium,f__Natrialbaceae,rank_5,g__Natronobacterium,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronobacterium,
s__Natronobacterium_gregoryi,g__Natronobacterium,rank_6,s__Natronobacterium_gregoryi,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronobacterium,s__Natronobacterium_gregoryi
s__Natronobacterium_texcoconense,g__Natronobacterium,rank_6,s__Natronobacterium_texcoconense,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronobacterium,s__Natronobacterium_texcoconense
g__Natronococcus,f__Natrialbaceae,rank_5,g__Natronococcus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronococcus,
s__Natronococcus_amylolyticus,g__Natronococcus,rank_6,s__Natronococcus_amylolyticus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus_amylolyticus
s__Natronococcus_jeotgali,g__Natronococcus,rank_6,s__Natronococcus_jeotgali,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronococcus,s__Natronococcus_jeotgali
g__Natronolimnobius,f__Natrialbaceae,rank_5,g__Natronolimnobius,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnobius,
s__Natronolimnobius_baerhuensis,g__Natronolimnobius,rank_6,s__Natronolimnobius_baerhuensis,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnobius,s__Natronolimnobius_baerhuensis
g__Natronolimnohabitans,f__Natrialbaceae,rank_5,g__Natronolimnohabitans,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnohabitans,
s__Natronolimnohabitans_innermongolicus,g__Natronolimnohabitans,rank_6,s__Natronolimnohabitans_innermongolicus,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronolimnohabitans,s__Natronolimnohabitans_innermongolicus
g__Natronorubrum,f__Natrialbaceae,rank_5,g__Natronorubrum,Root,d__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronorubrum,
c__Methanococci,p__Euryarchaeota,rank_2,c__Methanococci,Root,d__Archaea,p__Euryarchaeota,c__Methanococci,,,,
o__Methanococcales,c__Methanococci,rank_3,o__Methanococcales,Root,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,,,
f__Methanocaldococcaceae,o__Methanococcales,rank_4,f__Methanocaldococcaceae,Root,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,,
g__Methanocaldococcus,f__Methanocaldococcaceae,rank_5,g__Methanocaldococcus,Root,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,
s__Methanocaldococcus_jannaschii,g__Methanocaldococcus,rank_6,s__Methanocaldococcus_jannaschii,Root,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus_jannaschii
c__Methanomicrobia,p__Euryarchaeota,rank_2,c__Methanomicrobia,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,,,,
o__Methanocellales,c__Methanomicrobia,rank_3,o__Methanocellales,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,,,
f__Methanocellaceae,o__Methanocellales,rank_4,f__Methanocellaceae,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanocellales,f__Methanocellaceae,,
