seqname,tax_id
1_PF00410b,s__Abditibacterium_utsteinense
2_PF00410b,s__Acidobacterium_capsulatum
3_PF00410b,s__Acidobacterium_sp.
4_PF00410b,s__Candidatus_Koribacter_versatilis
5_PF00410b,s__Candidatus_Sulfotelmatobacter_kueseliae
6_PF00410b,s__Terracidiphilus_gabretensis
7_PF00410b,s__Terriglobus_roseus
8_PF00410b,s__Bryobacter_aggregatus
9_PF00410b,s__Candidatus_Sulfopaludibacter_sp._SbA3
10_PF00410b,s__Pyrinomonas_methylaliphatogenes
11_PF00410b,s__Geothrix_fermentans
12_PF00410b,s__Holophaga_foetida
13_PF00410b,s__Thermoanaerobaculum_aquaticum
14_PF00410b,s__Acidimicrobium_ferrooxidans
15_PF00410b,s__Acidimicrobium_sp.
16_PF00410b,s__Acidimicrobium_sp._BACL17_MAG-120924-bin0
17_PF00410b,s__Acidithrix_ferrooxidans
18_PF00410b,s__Ferrimicrobium_acidiphilum
19_PF00410b,s__Ferrithrix_thermotolerans
20_PF00410b,s__Ilumatobacter_coccineus
21_PF00410b,s__Candidatus_Microthrix_parvicella
22_PF00410b,s__Acidothermus_cellulolyticus
23_PF00410b,s__Actinomyces_massiliensis
24_PF00410b,s__Arcanobacterium_sp._S3PF19
25_PF00410b,s__Gleimia_hominis
26_PF00410b,g__Mobiluncus
27_PF00410b,s__Schaalia_suimastitidis
28_PF00410b,s__Varibaculum_cambriense
29_PF00410b,g__Actinopolyspora
30_PF00410b,g__Bifidobacterium
31_PF00410b,s__Candidatus_Actinomarina_minuta
32_PF00410b,s__Candidatus_Planktophila_lacus
33_PF00410b,g__Corynebacterium
34_PF00410b,g__Corynebacterium
35_PF00410b,g__Corynebacterium
36_PF00410b,s__Corynebacterium_falsenii
37_PF00410b,s__Dietzia_alimentaria
38_PF00410b,s__Gordonia_brandegeei
39_PF00410b,s__Mycobacterium_tuberculosis
40_PF00410b,s__Mycobacterium_tuberculosis
41_PF00410b,s__Mycolicibacterium_rhodesiae
42_PF00410b,g__Nocardia
43_PF00410b,s__Segniliparus_rugosus
44_PF00410b,g__Frankia
45_PF00410b,s__Jatrophihabitans_endophyticus
46_PF00410b,s__Blastococcus_sp._DSM_46786
47_PF00410b,s__Blastococcus_sp._Marseille-P5729
48_PF00410b,s__Haloglycomyces_albus
49_PF00410b,s__Haloactinopolyspora_alba
50_PF00410b,s__Jiangella_alkaliphila
51_PF00410b,s__Brevibacterium_senegalense
52_PF00410b,s__Demequina_sp._NBRC_110056
53_PF00410b,s__Brachybacterium_sp._P6-10-X1
54_PF00410b,s__Mobilicoccus_pelagius
55_PF00410b,s__Jonesia_quinghaiensis
56_PF00410b,s__Candidatus_Aquiluna_sp._UB-MaderosW2red
57_PF00410b,s__Gulosibacter_molinativorax
58_PF00410b,s__Microbacterium_sp._SCN_70-18
59_PF00410b,s__Pseudoclavibacter_soli
60_PF00410b,s__Arthrobacter_saudimassiliensis
61_PF00410b,s__Salinispora_arenicola
62_PF00410b,s__Nakamurella_lactea
63_PF00410b,s__Actinopolymorpha_cephalotaxi
64_PF00410b,s__Aeromicrobium_marinum
65_PF00410b,s__Nocardioides_alkalitolerans
66_PF00410b,s__Propionicicella_superfundia
67_PF00410b,s__Acidipropionibacterium_thoenii
68_PF00410b,s__Cutibacterium_granulosum
69_PF00410b,s__Microlunatus_phosphovorus
70_PF00410b,s__Propionibacterium_cyclohexanicum
71_PF00410b,s__Propionibacterium_sp.
72_PF00410b,g__Tessaracoccus
73_PF00410b,s__Actinomycetospora_chiangmaiensis
74_PF00410b,s__Amycolatopsis_sp._BJA-103
75_PF00410b,s__Pseudonocardia_spinosispora
76_PF00410b,s__Sporichthya_polymorpha
77_PF00410b,s__Streptomyces_sp._NRRL_S-350
78_PF00410b,s__Murinocardiopsis_flavida
79_PF00410b,s__Atopobium_deltae
80_PF00410b,s__Libanicoccus_massiliensis
81_PF00410b,s__Collinsella_vaginalis
82_PF00410b,s__Coriobacterium_glomerans
83_PF00410b,s__Olegusella_massiliensis
84_PF00410b,s__Enteroscipio_rubneri
85_PF00410b,s__Phoenicibacter_congonensis
86_PF00410b,g__Euzebya
87_PF00410b,s__Nitriliruptor_alkaliphilus
88_PF00410b,s__Rubrobacter_aplysinae
89_PF00410b,s__Rubrobacter_radiotolerans
90_PF00410b,s__Rubrobacter_xylanophilus
91_PF00410b,g__Conexibacter
92_PF00410b,s__Conexibacter_woesei
93_PF00410b,s__Conexibacter_woesei
94_PF00410b,s__Patulibacter_minatonensis
95_PF00410b,s__Solirubrobacter_sp._URHD0082
96_PF00410b,s__Thermoleophilum_album
97_PF00410b,s__Aquifex_aeolicus
98_PF00410b,s__Hydrogenivirga_sp._128-5-R1-1
99_PF00410b,s__Hydrogenivirga_sp._128-5-R1-1
100_PF00410b,s__Hydrogenobacter_thermophilus
101_PF00410b,g__Hydrogenobaculum
102_PF00410b,s__Thermocrinis_minervae
103_PF00410b,s__Thermocrinis_sp._GBS
104_PF00410b,s__Sulfurihydrogenibium_sp.
105_PF00410b,s__Desulfurobacterium_thermolithotrophum
106_PF00410b,s__Chthonomonas_calidirosea
107_PF00410b,s__Fimbriimonas_ginsengisoli
108_PF00410b,s__Anaerorhabdus_furcosa
109_PF00410b,s__Bacteroides_sp._CAG:1060_57_27
110_PF00410b,s__Bacteroides_sp._SM23_62
111_PF00410b,s__Bacteroides_sp._SM23_62_1
112_PF00410b,s__Dysgonomonas_sp._BGC7
